country.name.en,year,cowcode,per_capita_deaths,warstds,ager,agexp,anoc,army85,autch98,auto4,autonomy,avgnabo,centpol3,coldwar,decade1,decade2,decade3,decade4,dem,dem4,demch98,dlang,drel,durable,ef,ef2,ehet,elfo,elfo2,etdo4590,expgdp,exrec,fedpol3,fuelexp,gdpgrowth,geo1,geo2,geo34,geo57,geo69,geo8,illiteracy,incumb,infant,inst,inst3,life,lmtnest,ln_gdpen,lpopns,major,manuexp,milper,mirps0,mirps1,mirps2,mirps3,nat_war,ncontig,nmgdp,nmdp4_alt,numlang,nwstate,oil,p4mchg,parcomp,parreg,part,partfree,plural,plurrel,pol4,pol4m,pol4sq,polch98,polcomp,popdense,presi,pri,proxregc,ptime,reg,regd4_alt,relfrac,seceduc,second,semipol3,sip2,sxpnew,sxpsq,tnatwar,trade,warhist,xconst
Cape Verde,2003,402,0,0,35.0709170484678,7.99680986815802,0.192314281564691,158116.695568361,-0.00377017439238381,3.53856955323842,0.00588652629019395,0.453050126575476,0.857580222942305,0.723616307983286,0.142072511315959,0.147982874005757,0.169698255865849,0.195328336779387,0.315412465112182,4.05378541811771,0.00191771674615602,22.1958423796518,9.78844691607223,21.0476036159378,0.430113543396553,0.251806852342461,38.5101715783335,37.2126984719961,2144.4753885644,0.315638323996133,34.250351386538,5.34710570473154,0.103505108940946,15.6172884930142,0.0227340028387527,0.194985554465868,0.110667687832339,0.144202564767053,0.157848926654265,0.190989323336357,0.201305942941297,32.6767400558302,0.0163424768667424,64.5609384463902,0.758379905620771,0.108424261948725,62.2630183219828,2.14481834512989,0.876211365931359,15.592143280132,0.0646454500574131,34.5664105284944,147.612692103894,0.134067391687849,0.133753368119807,0.255395748145858,0.348039159770156,0.308787100290696,0.159803525870318,4629.92470588366,-0.146654456371435,5.84038692308517,0.023031917278267,0.11629177971823,0.0272319351143462,2.83484965294012,3.84214507781632,2.45929371595824,0.11554613605306,0.688273287460731,73.696224817595,0.417114507872605,0.476082104183713,60.3776135095377,0.00455621597116526,5.24361871654879,130.204174269675,0.0834808935428454,89.6163989626736,0.13111277342759,257.193303863233,0.57451344933247,-0.059418531909795,0.357596750652343,46.1572839470569,0.148555207511431,0.0386927689545805,0.486184132463393,0.155991872064222,0.0526900073363677,0.438532454330465,73.9381423252509,0.136342532593554,4.13458203380167
Cape Verde,2004,402,0,0,35.1773690893569,7.93707174375149,0.194434880603143,157140.034657517,-0.00399964007545327,3.51886856280788,0.00572843650807877,0.45353044557794,0.858154498210325,0.722559291039887,0.141053563503299,0.144059797938646,0.167419509185026,0.194757036510146,0.315293119798948,4.06952712912741,0.00227105748797066,22.1094179367676,9.77736178900973,21.0855111528408,0.428427553923929,0.250153658669393,38.4166914763624,37.2270684732621,2144.23207252534,0.311586637968936,34.4236577732832,5.35669638773916,0.102967033513962,15.4477444326923,0.0231891141927744,0.196892470335615,0.112255114136113,0.143116053908414,0.157229043161239,0.191006000907171,0.19950131754873,32.5496163680283,0.0165656455875877,64.1596743309854,0.760410246971113,0.107671684456925,62.3358939621788,2.14843004751717,0.875263612851133,15.5835747879843,0.0639221737667918,34.8186947395662,147.475446460988,0.13351271045452,0.132632194519395,0.254781433424545,0.349808744497403,0.306444816228156,0.159323154792539,4639.60865144002,-0.0997820469437605,5.81022643043337,0.0232972043035339,0.113863800052874,0.0259234990640833,2.84473108475053,3.8460308564263,2.46645396922684,0.11420401332964,0.689885653877398,73.745411344614,0.456615238648137,0.516876430263577,60.3603281978303,0.00494324819945738,5.26552724443666,130.568122674264,0.0819710737381367,89.7469024659165,0.132007956282516,256.412642340412,0.573198547668651,-0.0117350768933763,0.357146633906304,46.3698298082183,0.148187788467635,0.0386588065962615,0.488168628642122,0.155528763861555,0.0522043738637192,0.434541851784728,74.3683224703205,0.13453589604195,4.14703311180856
Cape Verde,2005,402,0,0,35.101132245963,7.91702405734676,0.192982993391129,157496.436041443,-0.0048041579523152,3.51075504357109,0.00581819346178349,0.454720335030483,0.85732094524608,0.718978470677787,0.138636455085267,0.1449857455011,0.168501349387934,0.196908227067888,0.316579476816165,4.07018362404876,0.00373205881907526,22.0808749729659,9.80379912424675,21.0792249630994,0.428644739696382,0.250220313020097,38.3837191064567,37.1081909083771,2133.12063328885,0.313956247447827,34.4727512197928,5.35721375936161,0.103678067378682,15.6186401846774,0.0230396062992218,0.195813183837767,0.112515670073218,0.145633429804166,0.156995703184233,0.189319222939114,0.199722790158542,32.5117128938854,0.0165214456935032,64.1746032055282,0.760111319384561,0.107624877218018,62.3689097184838,2.14417119557626,0.882427230843324,15.5872386270524,0.0643467810112978,34.8646912775371,147.267525207116,0.133213629355235,0.133387115376617,0.254227255414873,0.350217738096019,0.308516104465497,0.159602399069618,4647.87584150824,-0.109473460884506,5.80337030402145,0.0224615164591865,0.116275992356944,0.0297404750907151,2.84309770749691,3.84142801396574,2.4672810209575,0.116234985612741,0.689818375843694,73.7716247499876,0.454411046562731,0.516482332909191,60.3789749390204,0.00733251584587746,5.26384994209035,131.590025753019,0.0821458405677061,89.7715657742872,0.130903628811342,257.961486317136,0.571963794901127,-0.028146148360586,0.356985728513728,46.4794322301944,0.148195905585536,0.0387778848814306,0.488247999535604,0.156068411105668,0.0528657147785622,0.437647754954689,74.4914606320645,0.133760554158004,4.14688149327987
Cape Verde,2006,402,0,0,35.055327837199,7.978834929233,0.195891550942993,158209.677303763,-0.00517489338162093,3.51860386520713,0.00561990132737149,0.453185677087801,0.857479789291433,0.721464071890846,0.141507541022854,0.145880066789905,0.16906082467725,0.195479971819737,0.314082604543366,4.04239966715578,0.00333924992881904,22.2655548664854,9.84620993604756,20.9687432300828,0.430588905783065,0.252347953769343,38.6485604357735,37.3511869902329,2156.81631407175,0.314295169821217,34.2025268692538,5.34963057931294,0.103461428019914,15.4436201856555,0.0229087382029861,0.193945123738463,0.110499034121897,0.143973069016531,0.157896898756407,0.189063037600249,0.204622836763649,32.7564281035478,0.0165941962526851,64.7401961247322,0.756134804065036,0.11014557300563,62.2135442589591,2.14554919255978,0.870672547624075,15.5946821325682,0.0642661293464315,34.6920526059961,148.10698135024,0.13541935981087,0.134581187312834,0.254068265849873,0.34746115909416,0.309368661943764,0.159082487517416,4622.62543807449,-0.155975193335276,5.85967804310146,0.0240452622856106,0.114448064482478,0.0324053296673705,2.83700466700616,3.84238254084812,2.46057305450879,0.116181104771477,0.687810153967493,73.6893763115738,0.422386625422795,0.482771232810391,60.1086610920324,0.00737318601070365,5.24715644726577,129.397057332885,0.0825252837650574,89.5894969212631,0.132985952604929,257.038042288311,0.57623464354199,-0.0756625175904978,0.357744436045753,46.098388068431,0.148642169188499,0.0388351085277455,0.48634024002388,0.155402809434071,0.0521109015984324,0.440523829903129,73.9415314585194,0.135594967292785,4.13511132911904
Cape Verde,2007,402,0,0,35.155792606714,7.8688065001273,0.195524216487338,154567.197241917,-0.00385262981785148,3.50809321903264,0.00592358554627541,0.451379539986998,0.858738985434594,0.720027393074506,0.139786589325144,0.141233899465216,0.165563499091808,0.19387349832315,0.313647577142368,4.06739164949254,0.00242248907463343,22.0239417646246,9.82948675077479,21.1315447702676,0.4280373849796,0.249498341267049,38.3826452983114,37.0772550073911,2128.77695771704,0.308936490597055,34.8606876139528,5.3519596339049,0.103599925529144,15.7394887072933,0.0230803479788241,0.196748381962696,0.113745994536529,0.145145481102121,0.155887362565418,0.190360906382445,0.19811187344806,32.4474019589878,0.0161218771938901,63.8203747746431,0.758422727356644,0.10514954933010601,62.4092587318358,2.13549600532989,0.881649248848369,15.559740973937,0.0632538396293376,34.6565679933924,145.690022568264,0.135105645185725,0.131860960611999,0.254148503175437,0.349093306094378,0.303518393990572,0.15712019929033,4651.69110009242,-0.0742901096091661,5.75422197945437,0.0225320658559775,0.1171163829981,0.0245791919395557,2.84840577288209,3.84675707325095,2.46856403036867,0.112984476502752,0.690360285534653,73.6863883454244,0.457583686979366,0.520608287549969,60.273521229889,0.00505585819283393,5.27303800871082,132.690830033836,0.079300320569999,89.7766154803071,0.130893696003535,255.251034781043,0.572564262976628,-0.011542547096084,0.357788106800462,46.5235904396361,0.148314904822293,0.0374280686851597,0.488590577947801,0.158095079170437,0.0538358613431821,0.42881390717799,75.16633557713,0.129050400013763,4.15011755642963
Cape Verde,2008,402,0,0,35.0787487767041,7.8941718165817,0.195073849729254,155731.786930054,-0.00272219887028198,3.4908400735255,0.00586748108466323,0.454441295446748,0.859821448059237,0.720515249785667,0.138387631437425,0.139920044906379,0.164422824322598,0.193523117151937,0.315282230726712,4.08585112147299,0.00114952359883426,21.8657666297044,9.7714859513243,20.9559505481471,0.426215493285948,0.247991779934351,38.1370466226741,36.9558265161384,2121.70644195939,0.305238578735786,34.5388253569212,5.36419174369387,0.102473824658681,15.4694119379819,0.0231304174218341,0.197586892900661,0.114810370388604,0.143978998247051,0.156565580163833,0.191511197429906,0.195546960867145,32.3446600323303,0.0162528043624286,63.6956701423741,0.763886287804384,0.106172961836081,62.4498762285576,2.14530638504495,0.877234923905475,15.5771884733244,0.0621397500135932,34.8701430711565,147.240081470398,0.135460457798939,0.132256725900738,0.251315306372765,0.350292399400371,0.304152190128294,0.159073400701596,4652.47225012634,-0.0610853436329998,5.73700365873422,0.0232590786995899,0.114135608792253,0.0261357186388423,2.85147319968364,3.84121805460922,2.47214490289976,0.112234424186112,0.69196054238036,73.8056947585759,0.489139051516148,0.552099158591802,60.2317998521355,0.00273485134912908,5.28565467710667,131.508970248303,0.0810552789726003,89.8686171693058,0.134377786840744,255.020896342264,0.570815274549803,0.0268928974908304,0.356662421359085,46.5694168866335,0.147640759849197,0.0374685271341229,0.490020896032372,0.155812620805621,0.0524320775120909,0.430198113599447,74.5773669535097,0.13124975014416,4.15695397735727
Cape Verde,2009,402,0,0,35.1314675793864,7.90870162080126,0.193582793436503,157390.900458941,-0.00424933404273288,3.51597839092808,0.00598675303411099,0.453518015311436,0.857522769287248,0.722277167984013,0.142803100538514,0.142164878198962,0.165980275477748,0.193702096429766,0.315010793608587,4.07281177479229,0.00241557882756466,22.1193151867843,9.77646246521459,21.040532829145,0.42918606852194,0.250765724710324,38.450638513934,37.2333781045863,2143.90590211019,0.310854416078984,34.4940431618778,5.3556708528552,0.103893221587935,15.5877601674496,0.0230867570293459,0.196711600626633,0.112953305614857,0.143145139232864,0.156270820893932,0.191213817251316,0.199705316377598,32.4986634699811,0.0160278109779467,64.1108902837588,0.760321586815238,0.104986679533039,62.3335230958249,2.14358026407186,0.87608337364328,15.5799711810367,0.0641126918594854,34.7670076712278,147.680123870631,0.134989020318798,0.131628163777496,0.254260518218679,0.34949399403319,0.30675677639402,0.158790762972602,4637.02176233691,-0.0921550000010923,5.80480787299723,0.0235458040147193,0.115320677112538,0.025944001750577102,2.84462672397609,3.8434855889898,2.46787858853866,0.112866308433275,0.689199266213571,73.7290530364119,0.454460365560899,0.516095786267436,60.397190462165,0.0053299461960315,5.26645521330763,130.186296768556,0.081724489750759,89.7200857876704,0.130779295587933,255.196057186078,0.572675470599169,-0.00751451413872488,0.357406114895065,46.3003581318294,0.148507125321561,0.0383581579452464,0.488506275218287,0.156241256902273,0.0527618100786778,0.434858619858539,74.3806690883934,0.131648665856543,4.14646275532546
Cape Verde,2010,402,0,0,35.2551386096896,7.8638826204784404,0.19587837003451,160075.203727931,-0.00332309788585971,3.48932009957254,0.0058899076861764,0.454703727173187,0.856837285729782,0.718802430169384,0.140371392041887,0.140752499218638,0.163662835136086,0.194563174595886,0.315674426531986,4.07421497554983,0.00248345338805738,21.9774362881317,9.76132466940157,21.0517471975304,0.427547022404581,0.24894169057123,38.287846041905,37.0921840941424,2129.48954437325,0.309756963349831,34.5709334611031,5.36247671521696,0.105424115970486,15.590836270615,0.0232498630283584,0.196622026195824,0.114797470529321,0.144142905232021,0.157022839742548,0.190887033911174,0.19652772438621,32.3721652693775,0.0163247584352126,63.722140194984,0.765687049068709,0.106048910953611,62.4490724972655,2.14858519042573,0.882078715921431,15.5906979262727,0.0642114913112569,34.8918595389936,150.55686402485,0.136583231425407,0.131053166561067,0.251721117662493,0.350568788018666,0.306516494011189,0.16024092254752,4655.56034112805,-0.0724384494647393,5.74834773587561,0.0236281675213613,0.115879331633091,0.0253449654237167,2.85052050689547,3.84323055944387,2.47400112261194,0.112874990966849,0.690901246875636,73.7669021824699,0.482822434492668,0.547257612549333,60.2105772623115,0.00462533974447427,5.28203495113595,131.838236192869,0.081530771607497,89.9081455517359,0.133529896505499,255.736030876589,0.570791595765775,0.0119267447176106,0.357105686791619,46.5354481895024,0.148220696904439,0.0375108940191795,0.490493610810495,0.156454105714117,0.0528401396853424,0.433613545223219,74.5984869044128,0.131726075731024,4.157198488293
Cape Verde,2011,402,0,0,35.0831005154084,7.93270079293034,0.195412816181716,156229.325284036,-0.00374742783265635,3.51344254609507,0.0059440090932473,0.45336051144913,0.858171868995383,0.720790361105331,0.140305892783503,0.144425580070963,0.167394497567897,0.194393267053533,0.313032539303756,4.04727218166884,0.00162133724660172,22.1552656284023,9.8634462815253,20.9996605856883,0.42965622177262,0.25120140799172,38.5636702548361,37.202410260235,2142.49763434218,0.311878189377948,34.5049960499903,5.34716857859628,0.103633220225616,15.6210052113373,0.0231605381337938,0.194680495266514,0.11207539685016,0.144875118542538,0.157132876720011,0.190498875363482,0.200737237254365,32.6063506378055,0.0166300000615724,64.4030880363484,0.757371118076478,0.106963737664882,62.303603419884404,2.14093885160454,0.873077775416175,15.5788403975774,0.0643479283977683,34.7004153419909,146.539019617672,0.134633858909931,0.132814723516016,0.254917436306021,0.347895960727016,0.307063081457788,0.15802199418676,4636.84423695158,-0.12523770942513,5.82105512412262,0.0225036704903193,0.116211862661587,0.0262754073601123,2.83764372002725,3.83810680097573,2.46261286079157,0.113809742997872,0.688876377936426,73.7111283929523,0.426241963365714,0.488520152527504,60.1626304109854,0.0041430096032343,5.25296666489543,132.008300723802,0.0811378243776,89.633913623248,0.131225544127568,255.960414955423,0.57381011537203,-0.045771767574744,0.357633308794533,46.2654095207058,0.14854278843688,0.0379733468538675,0.486774842451885,0.15624998567178,0.052803058280671,0.435664973037603,74.5621320319479,0.133211018048139,4.13827323443974
Cape Verde,2012,402,0,0,35.2795795814726,7.95386950707997,0.196462451701778,158547.646567298,-0.00278337981069774,3.51700670395433,0.00565286891890434,0.453363599096868,0.857974385383313,0.722851348262287,0.141961393580544,0.143874500000519,0.166320863658531,0.193243234517938,0.314043632808771,4.05602069523282,0.00152931723906787,22.1319766134585,9.82271821378512,21.0697413155295,0.428483531560451,0.250308687311152,38.4626725760855,37.1484359993521,2138.29496051957,0.310455725570425,34.4470838185143,5.3501624370966,0.103947063343598,15.7093531940434,0.0231324670981465,0.195630826611455,0.112685706673324,0.144947431373603,0.158079097856962,0.189929812819168,0.198727124662608,32.6028405234653,0.0166106481987552,64.1212591588456,0.757711084986198,0.107240308541322,62.3530720044263,2.1461225074405,0.876410173834722,15.5921087175542,0.0645200181670585,34.7832427546819,148.614177420163,0.136085683214966,0.13136972139121,0.254765819800889,0.348432937134072,0.306345086350125,0.16014591500898,4641.1796342638,-0.121741103500267,5.80767391113438,0.0242637942593213,0.117035759234127,0.0234835385970614,2.84038827993272,3.84464628267598,2.46340122850015,0.112871717662144,0.689802865631054,73.7437593661147,0.434151314708857,0.495633917468022,60.2638895735287,0.00321377415553458,5.25494140679351,131.705598377283,0.0811857524909128,89.6980919769401,0.132792914676678,255.562817213454,0.573785091454754,-0.0400258056787211,0.357315476422766,46.3454368117409,0.148046779315363,0.0378541061262511,0.487721381057467,0.156459411607545,0.0529606469919982,0.435221798341183,74.3555951833729,0.134344074202777,4.14201340740776
